temp_exterior,hora,estacion,perfil_usuario,comando_voz,ocupacion,humedad,viento,calidad_aire,distancia_hogar,en_casa,temp_interior
-0.41590017604175755,1.5033452540648082,1,0,2,0,-0.2259655764470827,0.24223288586479552,1.631331377557458,-1.2069713831033393,0,-1.6535914502155649
1.5873774548175783,-1.2413826450032301,2,0,0,1,-0.0236668006370102,1.672865542260519,0.6944477855004179,-1.7905359014485243,0,19.149180950364915
0.8269171230780105,0.7810484385205877,3,0,3,1,1.0361171644008735,-1.1534772195347078,1.5994702737364275,1.277839852382846,0,19.629105479705515
0.3633282546331564,-1.096923281894386,0,0,1,1,0.4735415867197536,-0.7085881418316364,-1.665989822950992,0.19784561591976643,0,5.182795614891509
-1.1756690081076215,0.49212971230289937,0,0,1,1,-1.0311552298512634,0.5006544415592706,-0.5113260505122075,1.0804880933324343,0,-16.759315558192657
-1.1757528703671871,0.20321098608521113,3,1,2,0,0.36591374934046933,0.6818058715010668,-0.09097646704044979,0.008514987683614066,0,-14.299380496699587
-1.5161755001622588,0.9255078016294318,0,2,0,1,-0.34255288191922806,0.6997684524924158,0.9658595629234504,-1.3494798156792625,0,-16.084308504349263
1.293450010982437,0.20321098608521113,1,2,2,1,-1.5310196549247714,0.31590238811420096,0.5230811330578012,0.5859503888557825,0,21.986962232168704
0.37186925974769436,-0.5190858294590095,3,1,0,0,-0.42353575761001466,0.2912169496668356,0.8040319904287324,-0.1362950502087906,0,9.175428862880622
0.7437458626049607,-0.9524639187855419,2,1,0,1,-0.955409260766966,-1.2346002239924367,-1.2350601045939418,0.2040166871564175,0,9.952069928721617
-1.6465547251124821,0.6365890754117435,3,2,1,0,1.1593210902079913,1.1451283922263087,1.179047181058855,-1.724667723218304,0,-19.31661857034601
1.6541177015126807,0.9255078016294318,1,1,3,0,-1.3797587368890656,-1.7171578922597521,1.1013258098426297,-0.6725973515008,0,26.31395942643744
1.1761632991083684,-0.08570774013247712,2,0,3,1,-0.4949946726018135,-0.3005157351091086,0.9174898672045839,0.17111581681431165,0,17.80276008791729
-0.9798505549064577,-1.2413826450032301,1,1,2,0,0.6640500884702476,-1.0013053711592208,1.0865814574568222,-0.336574606214658,0,-13.492963476443697
-1.0859439939396005,0.49212971230289937,0,1,2,0,1.3628648208737058,-1.3863130781297865,-0.997364210740169,-1.860151488375595,0,-15.660454778883947
-1.080452143525798,-0.23016710324132125,0,1,0,0,-0.5825861920745424,-0.6405199326789888,-1.2502145883480469,0.2397946656425427,0,-9.859288451248805
-0.6603161275073307,1.3588858909559642,0,1,3,1,0.35581885382835354,0.5300619025435497,1.3524789071834389,-0.011866381141421276,0,-6.5561344050446575
0.10638108141120586,-1.2413826450032301,1,2,0,1,-0.44990867983351146,-0.024919533845639767,1.5660915293925246,-1.6561473571460117,0,3.5353471468347664
-0.21631131187025043,0.6365890754117435,1,2,1,1,-1.0409713323250418,1.2799719791877764,-0.2709234562073949,0.030830728252767586,0,-0.8783144383110084
-0.7055608785442697,-0.6635451925678536,3,2,1,0,-0.6158098730548602,0.33073910890887365,-0.19253391649871146,1.0032957437811039,0,-4.321635495670998
0.4092033875848989,0.20321098608521113,2,2,0,1,0.4577982019721677,-0.8705372147417418,0.8211625922178619,-0.782243585927655,0,11.771500221157044
-1.233123372470968,-1.5303013712209184,2,0,0,1,0.736206824492582,0.03795365266452254,-0.0270222152324953,-0.7202237924351236,0,-15.041759675873346
-0.7023777832020626,-0.23016710324132125,1,0,0,0,-0.46044449931937215,-0.9597901800584419,-0.6526786246345601,-0.5250637439133208,0,-1.0910095342306398
-0.4443349043397753,-0.23016710324132125,1,2,0,1,-1.215239258403373,-1.128704187243775,-1.07839306517644,-0.02485665032672689,0,-0.1728897509589178
-0.13243215705087188,1.6478046171736525,0,2,0,1,-1.2601466399632721,1.5624628436872017,-1.6557787171545377,0.8466484818412501,0,-3.194816669523405
1.0118236192236627,1.3588858909559642,1,2,1,0,1.0694323940491126,-0.12561792661663737,0.292625814947149,-2.4541194474373498,1,23.79958815134274
-1.0238861432044475,1.6478046171736525,0,1,1,1,0.5179238311150134,0.50933576046586,-1.2437077976742479,-0.40490647658348017,0,-11.922740787004315
0.0697975722885602,-0.9524639187855419,1,0,1,0,0.7766732567207464,1.2796475798074918,1.2258929186025593,-0.25702847027077746,0,3.2611633437758787
0.3416190281707764,1.21442652784712,2,0,2,1,-0.053239896488118305,-0.6312063195718942,1.6552565779134731,0.7856085820309835,0,12.74577593369401
-1.5566225190203842,1.21442652784712,3,1,1,1,-0.1603099653134774,0.9870613436544019,-0.15549893402950923,1.239675214001933,0,-13.70768537639962
0.39422492099915224,0.20321098608521113,1,1,3,1,-1.012350738173679,0.9863739421865658,-1.335374884564508,-0.43557217408990706,0,13.549773023065253
-1.1252354573924255,-0.3746264663501654,0,1,3,0,-1.1605259102142538,1.1083381490360644,0.2764839394601929,-0.855803012415072,0,-15.829283165998543
-1.491948798577162,-0.6635451925678536,3,0,0,1,-1.2104583279543029,-1.0912393930472235,0.24497130740873935,-0.15669490563955274,0,-19.579630787901863
1.5810190784403122,-0.8080045556766977,0,1,1,1,1.68959016101675,1.5895688676874427,-1.2740527407003759,0.9060032678642642,0,23.2321856953317
1.6392443186508507,-0.6635451925678536,0,1,0,0,1.0980828915368632,-0.7954997518975809,0.49686907545071884,-1.336243390693404,0,24.3816374225576
1.0925611558658535,-0.6635451925678536,3,1,0,1,0.42397349484352453,0.9447353181103123,-0.6440326339933576,-0.945389995313267,0,21.416356481783275
-0.6590243824595388,1.5033452540648082,3,2,3,0,-1.0010887576340484,-1.1853813732931007,1.1815521306363763,-0.2644462698703864,0,-3.4620638499188665
-1.3785317773374517,-1.5303013712209184,3,1,3,1,-0.5744797395437881,1.4557212155251986,0.29338193001145374,1.0761396400748453,0,-22.890288597290382
0.6608590536370507,0.49212971230289937,1,2,0,1,-0.5290449695709039,-0.26492289344454956,-0.24097744704500995,-0.42230339906502373,0,10.200234899806487
-0.18777506081363265,-0.5190858294590095,3,0,3,1,-0.08986213208629268,0.5698078814528376,1.5878414865690957,0.7032182525044768,0,-0.5052511948718212
-1.2938141591587082,0.05875162297636701,1,0,0,1,-0.2825696544880774,1.1990875014090223,-0.04003871797773386,-0.503109694150464,0,-14.712488279382995
0.003537193098275216,1.5033452540648082,2,0,0,1,1.490102674472963,-0.76913722074312,1.3256959634076604,-0.031921340413875295,0,4.187958934029689
-1.5985600409699963,-0.08570774013247712,2,2,0,1,0.7516794803955981,-0.3995889891430247,-0.8224870981029345,-1.392200567483281,0,-17.91662838888798
1.4434565982597864,1.3588858909559642,0,1,2,0,-1.4614228888564404,-0.6616703419713182,-0.21054937177677585,0.1849234853822898,0,25.919527997068613
-0.8183820964378135,0.6365890754117435,0,0,3,1,-0.49730207455389125,-0.7674595036756962,-1.4446205204393339,0.13145057743760546,0,-2.6257729334189426
0.5853738183494063,-1.5303013712209184,1,1,3,0,-1.2829728051564522,0.02090084853446679,-0.2761259396526149,0.06711997442497539,0,10.971926903069573
-0.6343480319892166,0.05875162297636701,0,2,1,1,-0.7762820354162352,0.1472277486886499,1.3505177859426376,0.4339535803429076,0,-0.8522459449287769
0.09008012938943355,-1.6747607343297626,2,0,3,0,1.5757319740046287,-1.481697798431293,1.126278322289351,0.34147996177315937,0,1.310175411967906
0.1827115609435742,0.9255078016294318,1,1,1,0,0.6978713610754204,0.5858897998895278,1.6305585063919212,0.8930415886054129,0,9.445996240825632
