temp_exterior,hora,estacion,perfil_usuario,comando_voz,ocupacion,humedad,viento,calidad_aire,distancia_hogar,en_casa,temp_interior
8.727005942368123,22,otoño,hogareño,encender,0,50.68454995323059,11.48305294121692,97.59302207457065,4.049989389478908,0,-1.6535914502155649
37.53571532049581,3,primavera,hogareño,apagar,1,54.77588856671013,19.737403197795505,70.42291154358763,2.363389178044998,0,19.149180950364915
26.599697090570253,17,verano,hogareño,subir_temp,1,76.20921183198152,3.4301960354907246,96.66903352380966,11.231514350983508,0,19.629105479705515
19.93292420985183,4,invierno,hogareño,bajar_temp,1,64.83154938815014,5.997081571250213,1.9689955322061747,8.11014824611593,0,5.182795614891509
-2.1990679778781743,15,invierno,hogareño,bajar_temp,1,34.400202670577826,12.974073032933669,35.45484434977576,10.661134370574226,0,-16.759315558192657
-2.2002739831898674,13,verano,trabajador,encender,0,62.65485837659119,14.019266112746907,47.64520048516743,7.562950691131744,0,-14.299380496699587
-7.095819391590027,18,invierno,viajero,apagar,1,48.32666052552811,14.122905180645933,78.29399398596793,3.6381159034156334,0,-16.084308504349263
33.308807288746756,13,otoño,viajero,encender,1,24.29082550989721,11.908105362658496,65.4531896617394,9.231836716738819,0,21.986962232168704
20.05575058716044,8,verano,trabajador,apagar,0,46.68884356387039,11.765677287728963,73.60091037460028,7.144425176215819,0,9.175428862880622
25.403628889802278,5,primavera,trabajador,apagar,1,35.932107186010796,2.962138991170844,14.4661810717023,8.127983686286322,0,9.952069928721617
-8.970775285209879,16,verano,viajero,bajar_temp,0,78.70091736489178,16.692507458615623,84.47654558328877,2.5537593596401424,0,-19.31661857034601
38.49549260809972,18,otoño,trabajador,subir_temp,0,27.349962334584976,0.17791622436263754,82.22258547077584,5.594420769990838,0,26.313959426437442
31.622132040021086,11,primavera,hogareño,subir_temp,1,45.243641451239796,8.351545213663407,76.89124770011814,8.032894603364163,0,17.80276008791729
0.6169555339138082,3,otoño,trabajador,encender,0,68.68443869154217,4.308185035718606,81.79499159739977,6.565583367150282,0,-13.492963476443695
-0.9087516396449686,15,invierno,trabajador,encender,0,82.81743424182116,2.0867982593089907,21.359485387757193,2.1621883511625772,0,-15.660454778883949
-0.8297745073283096,10,invierno,trabajador,apagar,0,43.47216970408216,6.3898160982947205,14.026693175735439,8.231388098621897,0,-9.859288451248805
5.212112147976885,21,invierno,trabajador,subir_temp,1,62.45069680595205,13.143745857075999,89.50615567394902,7.504045086200356,0,-6.5561344050446575
16.237821581611893,3,otoño,viajero,apagar,1,46.155471304887534,9.941658206290322,95.7010326100376,2.751794812914048,0,3.5353471468347664
11.597250932105787,16,otoño,viajero,bajar_temp,1,34.201679476732366,17.470517237476347,42.426644384031405,7.6274469577467325,0,-0.8783144383110084
4.561457009902096,7,verano,viajero,bajar_temp,0,42.800246068694875,11.993709091575763,44.69998172968975,10.438035417533795,0,-4.321635495670998
20.592644736118974,13,primavera,viajero,apagar,1,64.51315142619146,5.0626807203035895,74.09770671943856,5.277524597667561,0,11.771500221157044
-3.025306967397908,1,primavera,hogareño,apagar,1,70.14375370285984,10.304418905818572,49.49990698796063,5.4567722961297855,0,-15.041759675873346
4.607232426760907,10,otoño,hogareño,apagar,0,45.94239238281031,4.547716075907468,31.355546320325946,6.02081786222026,0,-1.0910095342306398
8.318092164684586,10,otoño,viajero,apagar,1,30.677243442949035,3.5731295023962417,19.00960654485995,7.466501009982959,0,-0.1728897509589178
12.803499210851797,23,invierno,viajero,apagar,1,29.769025864911047,19.100410508427203,2.2651229011614538,9.98529832197237,0,-3.194816669523405
29.25879806965068,21,otoño,viajero,bajar_temp,0,76.88298696942846,9.360656646951934,58.76986580101151,0.44552043554068177,1,23.79958815134274
